[    1020ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[    1031ms] [LOG] [HMR] connected @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[    1034ms] [LOG] %c%s%c [obtenerTodosPlatos] Usuario: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   63402ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   63404ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   74710ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   74951ms] [LOG] [Fast Refresh] done in 308ms @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75162ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75201ms] [LOG] [Fast Refresh] done in 146ms @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75212ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75212ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75212ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75421ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75421ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75421ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75426ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   75560ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   75633ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75633ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75633ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75785ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   75834ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75834ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75834ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   75988ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   76040ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76040ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76040ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76179ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   76241ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76241ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76242ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76380ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   76438ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76439ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76439ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76590ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   76644ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76644ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76645ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76783ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   76847ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76847ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76847ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   76987ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   77046ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   77046ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   77046ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   77187ms] [ERROR] %c%s%c [obtenerTodosPlatos] DB Error: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   {code: 42P17, details: null, hint: null, message: infinite recursion detected in policy for relation "perfiles"} @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:3318
[   77252ms] [WARNING] %c%s%c Using the user object as returned from supabase.auth.getSession() or from some supabase.auth.onAuthStateChange() events could be insecure! This value comes directly from the storage medium (usually cookies on the server) and may not be authentic. Use supabase.auth.getUser() instead which authenticates the data by contacting the Supabase Auth server. background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   77252ms] [LOG] %c%s%c [obtenerTodosPlatos] Session: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
[   77253ms] [LOG] %c%s%c [obtenerTodosPlatos] User: background: #e6e6e6;background: light-dark(rgba(0,0,0,0.1), rgba(255,255,255,0.25));color: #000000;color: light-dark(#000000, #ffffff);border-radius: 2px  Server   admin@ekitchen.com ID: 0cdc3557-538f-4455-a7d1-98eaf41b43f2 Error: null @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js:2477
